state,county,state_name,county_name,population,subgroup_type,subgroup,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality
27,69,Minnesota,Kittson County,4248,all,All,0.1136364,0.1803264,0.0469463,1,23.41794311,9.291028446,1,1
27,69,Minnesota,Kittson County,4248,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,69,Minnesota,Kittson County,4248,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,69,Minnesota,Kittson County,4248,race-ethnicity,"Majority White, Non-Hispanic",0.1149425,0.1823539,0.0475312,1,23.41794311,9.291028446,1,1
27,71,Minnesota,Koochiching County,12440,all,All,0.1460177,0.1921592,0.0998762,1,16.18527043,20.82508631,1,1
27,71,Minnesota,Koochiching County,12440,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,71,Minnesota,Koochiching County,12440,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,71,Minnesota,Koochiching County,12440,race-ethnicity,"Majority White, Non-Hispanic",0.1479821,0.1946919,0.1012722,1,16.18527043,20.82508631,1,1
27,73,Minnesota,Lac qui Parle County,6658,all,All,0.1182796,0.1842702,0.0522889,1,14.52311436,16.80291971,1,1
27,73,Minnesota,Lac qui Parle County,6658,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,73,Minnesota,Lac qui Parle County,6658,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,73,Minnesota,Lac qui Parle County,6658,race-ethnicity,"Majority White, Non-Hispanic",0.1182796,0.1842702,0.0522889,1,14.52311436,16.80291971,1,1
27,75,Minnesota,Lake County,10658,all,All,0.1437126,0.1970779,0.0903472,1,27.68284519,21.70041841,1,1
27,75,Minnesota,Lake County,10658,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,75,Minnesota,Lake County,10658,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,75,Minnesota,Lake County,10658,race-ethnicity,"Majority White, Non-Hispanic",0.1437126,0.1970779,0.0903472,1,27.68284519,21.70041841,1,1
27,77,Minnesota,Lake of the Woods County,3758,all,All,0.1375,0.2134405,0.0615595,1,14,22.8744186,1,1
27,77,Minnesota,Lake of the Woods County,3758,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,77,Minnesota,Lake of the Woods County,3758,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,77,Minnesota,Lake of the Woods County,3758,race-ethnicity,"Majority White, Non-Hispanic",0.1375,0.2134405,0.0615595,1,14,22.8744186,1,1
27,79,Minnesota,Le Sueur County,28494,all,All,0.1653944,0.2021746,0.1286142,1,60.63375937,34.04583517,1,1
27,79,Minnesota,Le Sueur County,28494,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,79,Minnesota,Le Sueur County,28494,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,79,Minnesota,Le Sueur County,28494,race-ethnicity,"Majority White, Non-Hispanic",0.1653944,0.2021746,0.1286142,1,60.63375937,34.04583517,1,1
27,81,Minnesota,Lincoln County,5673,all,All,0.0776699,0.1296127,0.0257271,1,15.5,11,1,1
27,81,Minnesota,Lincoln County,5673,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,81,Minnesota,Lincoln County,5673,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,81,Minnesota,Lincoln County,5673,race-ethnicity,"Majority White, Non-Hispanic",0.0776699,0.1296127,0.0257271,1,15.5,11,1,1
27,83,Minnesota,Lyon County,25629,all,All,0.1234257,0.1558228,0.0910286,1,37.89461799,35.92472714,1,1
27,83,Minnesota,Lyon County,25629,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,83,Minnesota,Lyon County,25629,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,83,Minnesota,Lyon County,25629,race-ethnicity,"Majority White, Non-Hispanic",0.1234257,0.1558228,0.0910286,1,37.89461799,35.92472714,1,1
27,85,Minnesota,McLeod County,35873,all,All,0.1312608,0.1587907,0.1037309,1,43.28580902,20.05503979,1,1
27,85,Minnesota,McLeod County,35873,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,85,Minnesota,McLeod County,35873,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,85,Minnesota,McLeod County,35873,race-ethnicity,"Majority White, Non-Hispanic",0.1312608,0.1587907,0.1037309,1,43.28580902,20.05503979,1,1
27,87,Minnesota,Mahnomen County,5519,all,All,0.3050847,0.4235847,0.1865848,1,5.609329446,24.56268222,1,1
27,87,Minnesota,Mahnomen County,5519,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,6,23,3,3
27,87,Minnesota,Mahnomen County,5519,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,87,Minnesota,Mahnomen County,5519,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
27,89,Minnesota,Marshall County,9390,all,All,0.1506849,0.2089142,0.0924557,1,32.66876574,25.00125945,1,1
27,89,Minnesota,Marshall County,9390,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,89,Minnesota,Marshall County,9390,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,89,Minnesota,Marshall County,9390,race-ethnicity,"Majority White, Non-Hispanic",0.1506849,0.2089142,0.0924557,1,32.66876574,25.00125945,1,1
27,91,Minnesota,Martin County,19785,all,All,0.1790123,0.2208208,0.1372038,1,28.83711747,7.21964462,1,1
27,91,Minnesota,Martin County,19785,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,91,Minnesota,Martin County,19785,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,91,Minnesota,Martin County,19785,race-ethnicity,"Majority White, Non-Hispanic",0.1790123,0.2208208,0.1372038,1,28.83711747,7.21964462,1,1
27,93,Minnesota,Meeker County,23141,all,All,0.1066667,0.137952,0.0753813,1,37.38080653,45.7611026,1,1
27,93,Minnesota,Meeker County,23141,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,93,Minnesota,Meeker County,23141,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,93,Minnesota,Meeker County,23141,race-ethnicity,"Majority White, Non-Hispanic",0.1066667,0.137952,0.0753813,1,37.38080653,45.7611026,1,1
27,95,Minnesota,Mille Lacs County,26139,all,All,0.172949,0.2078932,0.1380048,1,63.54517255,46.06746801,1,1
27,95,Minnesota,Mille Lacs County,26139,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,60,84,3,3
27,95,Minnesota,Mille Lacs County,26139,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,95,Minnesota,Mille Lacs County,26139,race-ethnicity,"Majority White, Non-Hispanic",0.172949,0.2078932,0.1380048,1,64.1940367,39.12477064,3,3
27,97,Minnesota,Morrison County,33169,all,All,0.1455479,0.1741745,0.1169214,1,27.12342497,16.90950745,1,1
27,97,Minnesota,Morrison County,33169,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,97,Minnesota,Morrison County,33169,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,97,Minnesota,Morrison County,33169,race-ethnicity,"Majority White, Non-Hispanic",0.1460481,0.1747647,0.1173315,1,27.12342497,16.90950745,1,1
27,99,Minnesota,Mower County,40011,all,All,0.2131716,0.246618,0.1797252,1,38.77161383,17.07444765,1,1
27,99,Minnesota,Mower County,40011,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,31,21,1,1
27,99,Minnesota,Mower County,40011,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,99,Minnesota,Mower County,40011,race-ethnicity,"Majority White, Non-Hispanic",0.2131716,0.246618,0.1797252,1,39.4185744,16.74765869,1,1
27,101,Minnesota,Murray County,8276,all,All,0.1030303,0.1495574,0.0565033,1,19.73932584,9.986516854,1,1
27,101,Minnesota,Murray County,8276,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,101,Minnesota,Murray County,8276,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,101,Minnesota,Murray County,8276,race-ethnicity,"Majority White, Non-Hispanic",0.1030303,0.1495574,0.0565033,1,19.73932584,9.986516854,1,1
27,103,Minnesota,Nicollet County,34220,all,All,0.1138211,0.1419135,0.0857288,1,43.5978022,32.82637363,1,1
27,103,Minnesota,Nicollet County,34220,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,103,Minnesota,Nicollet County,34220,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,103,Minnesota,Nicollet County,34220,race-ethnicity,"Majority White, Non-Hispanic",0.1138211,0.1419135,0.0857288,1,43.5978022,32.82637363,1,1
27,105,Minnesota,Nobles County,21924,all,All,0.1731343,0.2137124,0.1325562,1,33.04212542,17.40545716,1,1
27,105,Minnesota,Nobles County,21924,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,41,16,1,1
27,105,Minnesota,Nobles County,21924,race-ethnicity,Majority Non-White,NA,NA,NA,3,41,12,1,1
27,105,Minnesota,Nobles County,21924,race-ethnicity,"Majority White, Non-Hispanic",0.1086956,0.1608169,0.0565744,1,27.8999212,19.74783294,1,1
27,107,Minnesota,Norman County,6475,all,All,0.258427,0.3498932,0.1669608,1,22.4809591,26.5528914,1,1
27,107,Minnesota,Norman County,6475,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,107,Minnesota,Norman County,6475,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,107,Minnesota,Norman County,6475,race-ethnicity,"Majority White, Non-Hispanic",0.2613636,0.3536918,0.1690354,1,22.4809591,26.5528914,1,1
27,109,Minnesota,Olmsted County,156277,all,All,0.1222815,0.1352914,0.1092715,1,74.26232798,33.95412844,1,1
27,109,Minnesota,Olmsted County,156277,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,68.07756813,29.77672956,1,1
27,109,Minnesota,Olmsted County,156277,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,109,Minnesota,Olmsted County,156277,race-ethnicity,"Majority White, Non-Hispanic",0.1214876,0.1345066,0.1084686,1,74.71626404,34.26073242,1,1
27,111,Minnesota,Otter Tail County,58812,all,All,0.1506986,0.1728614,0.1285358,1,27.91042113,33.41042113,1,1
27,111,Minnesota,Otter Tail County,58812,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,111,Minnesota,Otter Tail County,58812,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,111,Minnesota,Otter Tail County,58812,race-ethnicity,"Majority White, Non-Hispanic",0.1494484,0.1715906,0.1273061,1,27.91042113,33.41042113,1,1
27,113,Minnesota,Pennington County,14178,all,All,0.1904762,0.2390558,0.1418965,1,35.76294821,30.58233732,1,1
27,113,Minnesota,Pennington County,14178,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,113,Minnesota,Pennington County,14178,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,113,Minnesota,Pennington County,14178,race-ethnicity,"Majority White, Non-Hispanic",0.1904762,0.2390558,0.1418965,1,35.76294821,30.58233732,1,1
27,115,Minnesota,Pine County,29483,all,All,0.1897436,0.2287087,0.1507785,1,12.28522444,16.83509975,1,1
27,115,Minnesota,Pine County,29483,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,115,Minnesota,Pine County,29483,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,115,Minnesota,Pine County,29483,race-ethnicity,"Majority White, Non-Hispanic",0.1876607,0.2265111,0.1488103,1,12.28522444,16.83509975,1,1
27,117,Minnesota,Pipestone County,9047,all,All,0.1655172,0.2262195,0.1048149,1,21.99351251,4.449490269,1,1
27,117,Minnesota,Pipestone County,9047,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,117,Minnesota,Pipestone County,9047,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,117,Minnesota,Pipestone County,9047,race-ethnicity,"Majority White, Non-Hispanic",0.1655172,0.2262195,0.1048149,1,21.99351251,4.449490269,1,1
27,119,Minnesota,Polk County,31529,all,All,0.2071882,0.2437521,0.1706243,1,28.33736234,16.69836154,1,1
27,119,Minnesota,Polk County,31529,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,119,Minnesota,Polk County,31529,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,119,Minnesota,Polk County,31529,race-ethnicity,"Majority White, Non-Hispanic",0.2071882,0.2437521,0.1706243,1,28.33736234,16.69836154,1,1
27,121,Minnesota,Pope County,11097,all,All,0.1234568,0.1742712,0.0726423,1,29.63355834,45.70009643,1,1
27,121,Minnesota,Pope County,11097,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,121,Minnesota,Pope County,11097,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,121,Minnesota,Pope County,11097,race-ethnicity,"Majority White, Non-Hispanic",0.1234568,0.1742712,0.0726423,1,29.63355834,45.70009643,1,1
27,123,Minnesota,Ramsey County,550210,all,All,0.1981894,0.2068319,0.1895468,1,85.58809291,73.49645554,1,1
27,123,Minnesota,Ramsey County,550210,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,86.20333669,76.00582242,1,1
27,123,Minnesota,Ramsey County,550210,race-ethnicity,Majority Non-White,0.3534202,0.3801681,0.3266723,1,87.93648817,80.00019663,1,1
27,123,Minnesota,Ramsey County,550210,race-ethnicity,"Majority White, Non-Hispanic",0.1312369,0.1408203,0.1216535,1,84.29778145,69.52649855,1,1
27,125,Minnesota,Red Lake County,3999,all,All,0.1363636,0.2197921,0.0529352,1,18.51941748,18.32524272,1,1
27,125,Minnesota,Red Lake County,3999,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,125,Minnesota,Red Lake County,3999,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,125,Minnesota,Red Lake County,3999,race-ethnicity,"Majority White, Non-Hispanic",0.1363636,0.2197921,0.0529352,1,18.51941748,18.32524272,1,1
27,127,Minnesota,Redwood County,15249,all,All,0.1746032,0.2215684,0.1276379,1,16.44520977,34.81277395,1,1
27,127,Minnesota,Redwood County,15249,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,127,Minnesota,Redwood County,15249,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,127,Minnesota,Redwood County,15249,race-ethnicity,"Majority White, Non-Hispanic",0.1686747,0.2152806,0.1220688,1,16.44520977,34.81277395,3,3
27,129,Minnesota,Renville County,14612,all,All,0.1653226,0.2116495,0.1189957,1,26.76706827,44.7643909,1,1
27,129,Minnesota,Renville County,14612,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,129,Minnesota,Renville County,14612,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,129,Minnesota,Renville County,14612,race-ethnicity,"Majority White, Non-Hispanic",0.1608696,0.2084568,0.1132824,1,26.76706827,44.7643909,1,1
27,131,Minnesota,Rice County,66523,all,All,0.1363152,0.1582738,0.1143566,1,55.04704615,34.55880769,1,1
27,131,Minnesota,Rice County,66523,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,131,Minnesota,Rice County,66523,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,131,Minnesota,Rice County,66523,race-ethnicity,"Majority White, Non-Hispanic",0.1363152,0.1582738,0.1143566,1,55.04704615,34.55880769,1,1
27,133,Minnesota,Rock County,9414,all,All,0.1438356,0.200955,0.0867162,1,25.39084132,15.39403621,1,1
27,133,Minnesota,Rock County,9414,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,133,Minnesota,Rock County,9414,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,133,Minnesota,Rock County,9414,race-ethnicity,"Majority White, Non-Hispanic",0.1438356,0.200955,0.0867162,1,25.39084132,15.39403621,1,1
27,135,Minnesota,Roseau County,15150,all,All,0.1567797,0.2032673,0.110292,1,29.46199829,30.9470538,1,1
27,135,Minnesota,Roseau County,15150,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,135,Minnesota,Roseau County,15150,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,135,Minnesota,Roseau County,15150,race-ethnicity,"Majority White, Non-Hispanic",0.1567797,0.2032673,0.110292,1,29.46199829,30.9470538,1,1
27,137,Minnesota,St. Louis County,199754,all,All,0.158603,0.1714215,0.1457846,1,36.26627323,38.75786136,1,1
27,137,Minnesota,St. Louis County,199754,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,137,Minnesota,St. Louis County,199754,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,137,Minnesota,St. Louis County,199754,race-ethnicity,"Majority White, Non-Hispanic",0.1587762,0.1716333,0.145919,1,36.26627323,38.75786136,2,2
27,139,Minnesota,Scott County,147381,all,All,0.1229698,0.1368387,0.109101,1,66.94140625,46.14831543,1,1
27,139,Minnesota,Scott County,147381,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,60,51,1,1
27,139,Minnesota,Scott County,147381,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,139,Minnesota,Scott County,147381,race-ethnicity,"Majority White, Non-Hispanic",0.1229698,0.1368387,0.109101,1,67.15540456,45.99874166,1,1
27,141,Minnesota,Sherburne County,96036,all,All,0.1514325,0.169789,0.133076,1,61.67673469,41.58938776,1,1
27,141,Minnesota,Sherburne County,96036,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,141,Minnesota,Sherburne County,96036,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,141,Minnesota,Sherburne County,96036,race-ethnicity,"Majority White, Non-Hispanic",0.1508532,0.1691871,0.1325194,1,61.67673469,41.58938776,1,1
27,143,Minnesota,Sibley County,15028,all,All,0.1218487,0.1634951,0.0802024,1,58.58354538,32.93299406,1,1
27,143,Minnesota,Sibley County,15028,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,143,Minnesota,Sibley County,15028,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,143,Minnesota,Sibley County,15028,race-ethnicity,"Majority White, Non-Hispanic",0.1218487,0.1634951,0.0802024,1,58.58354538,32.93299406,1,1
27,145,Minnesota,Stearns County,159256,all,All,0.1533898,0.1679321,0.1388476,1,48.65334741,58.02510555,1,1
27,145,Minnesota,Stearns County,159256,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,58.25357365,64.21379739,1,1
27,145,Minnesota,Stearns County,159256,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,145,Minnesota,Stearns County,159256,race-ethnicity,"Majority White, Non-Hispanic",0.1533873,0.1679697,0.1388049,1,47.32801373,57.17074217,1,1
27,147,Minnesota,Steele County,36803,all,All,0.1689655,0.1994884,0.1384427,1,51.20086127,30.56013534,1,1
27,147,Minnesota,Steele County,36803,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,147,Minnesota,Steele County,36803,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,147,Minnesota,Steele County,36803,race-ethnicity,"Majority White, Non-Hispanic",0.1689655,0.1994884,0.1384427,1,51.20086127,30.56013534,1,1
27,149,Minnesota,Stevens County,9753,all,All,0.1574803,0.2210828,0.0938778,1,32.96823869,40.63041386,1,1
27,149,Minnesota,Stevens County,9753,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,149,Minnesota,Stevens County,9753,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,149,Minnesota,Stevens County,9753,race-ethnicity,"Majority White, Non-Hispanic",0.1574803,0.2210828,0.0938778,1,32.96823869,40.63041386,1,1
27,151,Minnesota,Swift County,9345,all,All,0.1277778,0.1766848,0.0788708,1,22.41851852,28.84351852,1,1
27,151,Minnesota,Swift County,9345,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,151,Minnesota,Swift County,9345,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,151,Minnesota,Swift County,9345,race-ethnicity,"Majority White, Non-Hispanic",0.1277778,0.1766848,0.0788708,1,22.41851852,28.84351852,1,1
27,153,Minnesota,Todd County,24582,all,All,0.1746575,0.218281,0.1310341,1,14.2860286,26.07920792,1,1
27,153,Minnesota,Todd County,24582,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,153,Minnesota,Todd County,24582,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,153,Minnesota,Todd County,24582,race-ethnicity,"Majority White, Non-Hispanic",0.1746575,0.218281,0.1310341,1,14.2860286,26.07920792,1,1
27,155,Minnesota,Traverse County,3308,all,All,NA,NA,NA,3,17.19254658,24.61490683,1,1
27,155,Minnesota,Traverse County,3308,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,155,Minnesota,Traverse County,3308,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,155,Minnesota,Traverse County,3308,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,17.19254658,24.61490683,3,3
27,157,Minnesota,Wabasha County,21645,all,All,0.1019737,0.1360477,0.0678997,1,54.36093294,19.1819242,1,1
27,157,Minnesota,Wabasha County,21645,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,157,Minnesota,Wabasha County,21645,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,157,Minnesota,Wabasha County,21645,race-ethnicity,"Majority White, Non-Hispanic",0.1019737,0.1360477,0.0678997,1,54.36093294,19.1819242,1,1
27,159,Minnesota,Wadena County,13773,all,All,0.1542056,0.2027064,0.1057048,1,8.881431767,17.83557047,1,1
27,159,Minnesota,Wadena County,13773,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,159,Minnesota,Wadena County,13773,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,159,Minnesota,Wadena County,13773,race-ethnicity,"Majority White, Non-Hispanic",0.1542056,0.2027064,0.1057048,1,8.881431767,17.83557047,1,1
27,161,Minnesota,Waseca County,18691,all,All,0.1893688,0.2337053,0.1450323,1,31.94942276,22.06102254,1,1
27,161,Minnesota,Waseca County,18691,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,161,Minnesota,Waseca County,18691,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,161,Minnesota,Waseca County,18691,race-ethnicity,"Majority White, Non-Hispanic",0.1893688,0.2337053,0.1450323,1,31.94942276,22.06102254,1,1
27,163,Minnesota,Washington County,259201,all,All,0.1057715,0.1151399,0.0964032,1,71.51738254,50.12897904,1,1
27,163,Minnesota,Washington County,259201,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,74.44162437,54.92893401,1,1
27,163,Minnesota,Washington County,259201,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,163,Minnesota,Washington County,259201,race-ethnicity,"Majority White, Non-Hispanic",0.1057971,0.1151676,0.0964266,1,71.33012612,49.82160967,1,1
27,165,Minnesota,Watonwan County,10980,all,All,0.1538462,0.2084055,0.0992868,1,21.81702899,14.10597826,1,1
27,165,Minnesota,Watonwan County,10980,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,165,Minnesota,Watonwan County,10980,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,165,Minnesota,Watonwan County,10980,race-ethnicity,"Majority White, Non-Hispanic",0.1538462,0.2084055,0.0992868,1,21.81702899,14.10597826,1,1
27,167,Minnesota,Wilkin County,6254,all,All,0.1764706,0.2677545,0.0851866,1,38.65065502,40.99126638,1,1
27,167,Minnesota,Wilkin County,6254,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,167,Minnesota,Wilkin County,6254,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,167,Minnesota,Wilkin County,6254,race-ethnicity,"Majority White, Non-Hispanic",0.1764706,0.2677545,0.0851866,1,38.65065502,40.99126638,1,1
27,169,Minnesota,Winona County,50825,all,All,0.1456311,0.1713966,0.1198655,1,41.60787879,38.56323232,1,1
27,169,Minnesota,Winona County,50825,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,169,Minnesota,Winona County,50825,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,169,Minnesota,Winona County,50825,race-ethnicity,"Majority White, Non-Hispanic",0.1458333,0.1716316,0.120035,1,41.60787879,38.56323232,1,1
27,171,Minnesota,Wright County,136349,all,All,0.1306376,0.1456807,0.1155945,1,62.52971576,38.27256197,1,1
27,171,Minnesota,Wright County,136349,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,171,Minnesota,Wright County,136349,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,171,Minnesota,Wright County,136349,race-ethnicity,"Majority White, Non-Hispanic",0.1307054,0.1457557,0.1156551,1,62.52971576,38.27256197,1,1
27,173,Minnesota,Yellow Medicine County,9795,all,All,0.1470588,0.2068028,0.0873148,1,25.11987382,30.7402734,1,1
27,173,Minnesota,Yellow Medicine County,9795,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
27,173,Minnesota,Yellow Medicine County,9795,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
27,173,Minnesota,Yellow Medicine County,9795,race-ethnicity,"Majority White, Non-Hispanic",0.1470588,0.2068028,0.0873148,1,25.11987382,30.7402734,3,3
28,1,Mississippi,Adams County,31192,all,All,0.449807,0.4926896,0.4069243,1,0.38444807,0,1,1
28,1,Mississippi,Adams County,31192,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
